Name,X  (NZGD2000),Y  (NZGD2000),Z,Type,Latitude  (WGS84),Longitude  (WGS84),,,Radius,Center X  (NZGD2000),Center Y  (NZGD2000),Center Latitude  (WGS84),Center Longitude  (WGS84),Attribute,Attribute,Attribute,Attribute,Attribute,Attribute,Attribute
THR RWY 35,1786047.6951822,5924101.1765444,124.9680000,*,S36.8106667,E175.0856944,,,,,,,,364838.40S,1750508.50E,NZKE,,,,
RWY RWY-17/35,1786032.3822338,5924001.6075714,122.5296000,*,S36.8115667,E175.0855472,,,,,,,,364841.64S,1750507.97E,NZKE,,,,
THR RWY 17,1786128.0237811,5924623.6063478,135.6360000,*,S36.8059444,E175.0864667,,,,,,,,364821.40S,1750511.28E,NZKE,,,,
THR RWY 04,1481305.8780234,5378077.8256281,3.9624000,*,S41.7402556,E171.5726083,,,,,,,,414424.92S,1713421.39E,NZWS,,,,
THR RWY 22,1482363.5476194,5378800.2010271,3.6576000,*,S41.7339083,E171.5854667,,,,,,,,414402.07S,1713507.68E,NZWS,,,,
THR RWY 32,1772961.8551319,5573892.5337642,6.0960000,*,S39.9674406,E175.0252344,,,,,,,,395802.786S,1750130.844E,NZWU,,,,
THR RWY 14,1772701.8671888,5574542.7613482,4.5720000,*,S39.9616389,E175.0220194,,,,,,,,395741.90S,1750119.27E,NZWU,,,,
THR RWY 29G,1773102.8928683,5574007.0207521,7.4349864,*,S39.9663808,E175.0268544,,,,,,,,395758.971S,1750136.676E,NZWU,,,,
THR RWY 11G,1772482.2473968,5574494.1216261,4.5628560,*,S39.9621217,E175.0194625,,,,,,,,395743.638S,1750110.065E,NZWU,,,,
THR RWY 26,1773187.7525860,5574287.7061747,9.0150696,*,S39.9638361,E175.0277728,,,,,,,,395749.810S,1750139.982E,NZWU,,,,
THR RWY 08,1772537.9631088,5574451.1817495,4.7439072,*,S39.9624969,E175.0201258,,,,,,,,395744.989S,1750112.453E,NZWU,,,,
THR RWY 29,1773446.3893103,5573911.7451284,7.9248000,*,S39.9671683,E175.0308994,,,,,,,,395801.806S,1750151.238E,NZWU,,,,
THR RWY 11,1772366.6929317,5574758.7433002,3.0480000,*,S39.9597625,E175.0180403,,,,,,,,395735.145S,1750104.945E,NZWU,,,,
THR RWY 35,1823389.4314088,5774999.6132205,167.6400000,*,S38.1452389,E175.5492111,,,,,,,,380842.86S,1753257.16E,NZES,,,,
THR RWY 17,1823466.3870396,5775388.0754310,167.6400000,*,S38.1417222,E175.5499667,,,,,,,,380830.2S,1753259.88E,NZES,,,,
THR RWY 25,1823790.2103083,5775140.6801368,167.6400000,*,S38.1438694,E175.5537361,,,,,,,,380837.93S,1753313.45E,NZES,,,,
THR RWY 07,1823290.3490148,5775153.2004664,167.6400000,*,S38.1438806,E175.5480333,,,,,,,,380837.97S,1753252.92E,NZES,,,,
RWY RWY-07/25,1823204.6250616,5775154.6306488,167.6400000,*,S38.1438889,E175.5470556,,,,,,,,380838.00S,1753249.40E,NZES,,,,
THR RWY 21,1471039.2148991,5149943.8724286,299.0088000,*,S43.7923278,E171.3970806,,,,,,,,434732.38S,1712349.49E,NZAN,,,,
THR RWY 03,1470578.4562836,5149643.8931693,305.4096000,*,S43.7949472,E171.3912833,,,,,,,,434741.81S,1712328.62E,NZAN,,,,
THR RWY 28,2072398.7446937,5821603.5884432,1.5240000,*,S37.6312528,E178.3518694,,,,,,,,373752.51S,1782106.73E,NZTR,,,,
THR RWY 10,2071768.7735242,5822034.2497040,1.5240000,*,S37.6277111,E178.3444833,,,,,,,,373739.76S,1782040.14E,NZTR,,,,
RWY RWY-11/29,1580700.3436559,5482293.4787244,22.8600000,*,S40.8101417,E172.7711750,,,,,,,,404836.51S,1724616.23E,NZTK,,,,
THR RWY 11,1580707.1564173,5482286.4044084,22.8600000,*,S40.8102056,E172.7712556,,,,,,,,404836.74S,1724616.52E,NZTK,,,,
THR RWY 29,1581251.8156528,5481754.0482516,26.5176000,*,S40.8150139,E172.7776972,,,,,,,,404854.05S,1724639.71E,NZTK,,,,
RWY RWY-18/36,1580961.1198375,5481425.9370109,30.4800000,*,S40.8179630,E172.7742404,,,,,,,,404904.6667S,1724627.2653E,NZTK,,,,
THR RWY 18,1581236.9171173,5482178.3027891,23.1648000,*,S40.8111917,E172.7775333,,,,,,,,404840.29S,1724639.12E,NZTK,,,,
RWY RWY-18/36,1581247.1705070,5482207.3940495,22.8600000,*,S40.8109298,E172.7776558,,,,,,,,404839.3474S,1724639.5608E,NZTK,,,,
THR RWY 36,1580987.0479584,5481497.7480738,29.8704000,*,S40.8173167,E172.7745500,,,,,,,,404902.34S,1724628.38E,NZTK,,,,
THR RWY 18,1775742.6636942,5893106.1411408,29.5656000,*,S37.0918750,E174.9774417,,,,,,,,370530.75S,1745838.79E,NZDY,,,,
THR RWY 36,1775439.6892500,5892208.0937788,27.4320000,*,S37.1000222,E174.9742444,,,,,,,,370600.08S,1745827.28E,NZDY,,,,
RWY RWY-18/36 GR,1775422.8577684,5892158.8015433,27.4320000,*,S37.1004694,E174.9740667,,,,,,,,370601.69S,1745826.64E,NZDY,,,,
THR RWY 16G,1981396.1850879,5673598.4930164,12.8016000,*,S39.0035139,E177.4038417,,,,,,,,390012.65S,1772413.83E,NZWO,,,,
THR RWY 34G,1981411.6247750,5672225.3445055,10.3632000,*,S39.0158444,E177.4047861,,,,,,,,390057.04S,1772417.23E,NZWO,,,,
THR RWY 34,1981405.8770150,5672236.1349869,10.0584000,*,S39.0157500,E177.4047139,,,,,,,,390056.70S,1772416.97E,NZWO,,,,
THR RWY 16,1981394.1949935,5673149.3678650,11.8872000,*,S39.0075500,E177.4040694,,,,,,,,390027.18S,1772414.65E,NZWO,,,,
RWY RWY-16/34,1981388.5598888,5673595.4617593,12.8016000,*,S39.0035444,E177.4037556,,,,,,,,390012.76S,1772413.52E,NZWO,,,,
THR RWY 24,1583766.1624187,5287025.5388858,298.7040000,*,S42.5690065,E172.8022091,,,,,,,,423408.4233S,1724807.9526E,NZHM,,,,
THR RWY 06,1583055.8558966,5286897.5875348,298.7040000,*,S42.5701435,E172.7935510,,,,,,,,423412.5166S,1724736.7837E,NZHM,,,,
THR RWY 35,1585085.3874464,6178992.3717981,45.1104000,*,S34.5306472,E172.8374778,,,,,,,,343150.33S,1725014.92E,NZWQ,,,,
THR RWY 17,1585193.0090446,6179761.6757889,60.9600000,*,S34.5237111,E172.8386639,,,,,,,,343125.36S,1725019.19E,NZWQ,,,,
THR RWY 24G,1821940.5449757,5460690.8861635,103.3272000,*,S40.9747833,E175.6378222,,,,,,,,405829.22S,1753816.16E,NZMS,,,,
RWY RWY-06/24 GR,1822145.5309263,5460730.9936239,102.4128000,*,S40.9743667,E175.6402417,,,,,,,,405827.72S,1753824.87E,NZMS,,,,
THR RWY 06G,1821105.3418046,5460527.7732840,106.6800000,*,S40.9764778,E175.6279639,,,,,,,,405835.32S,1753740.67E,NZMS,,,,
THR RWY 24,1822173.7419380,5460812.8685851,101.4984000,*,S40.9736222,E175.6405472,,,,,,,,405825.04S,1753825.97E,NZMS,,,,
THR RWY 06,1821072.5573537,5460596.6703695,110.3376000,*,S40.9758667,E175.6275500,,,,,,,,405833.12S,1753739.18E,NZMS,,,,
THR RWY 28,1821833.0736117,5460440.0836349,104.2416000,*,S40.9770694,E175.6366361,,,,,,,,405837.45S,1753811.89E,NZMS,,,,
THR RWY 10,1821090.9807517,5460952.3367902,110.3376000,*,S40.9726611,E175.6276417,,,,,,,,405821.58S,1753739.51E,NZMS,,,,
THR RWY 06,1839161.3561674,5603339.6727790,472.4400000,*,S39.6863111,E175.7888806,,,,,,,,394110.72S,1754719.97E,NZVR,,,,
THR RWY 24,1839608.6149872,5603427.6033439,464.8200000,*,S39.6853944,E175.7940583,,,,,,,,394107.42S,1754738.61E,NZVR,,,,
THR RWY 16,1739669.0648170,5979359.9185566,29.8704000,*,S36.3206722,E174.5559472,,,,,,,,361914.42S,1743321.41E,NZSL,,,,
RWY RWY-16/34,1739652.7125311,5978669.1371272,29.8704000,*,S36.3269000,E174.5558889,,,,,,,,361936.84S,1743321.20E,NZSL,,,,
RWY RWY-16/34,1739674.0988010,5979548.7804862,29.8704000,*,S36.3189694,E174.5559694,,,,,,,,361908.29S,1743321.49E,NZSL,,,,
THR RWY 34,1739649.0407238,5978843.9608767,29.8704000,*,S36.3253250,E174.5558167,,,,,,,,361931.17S,1743320.94E,NZSL,,,,
RWY RWY-16/34 GR,1739671.8073064,5978724.3107188,29.8704000,*,S36.3264000,E174.5560917,,,,,,,,361935.04S,1743321.93E,NZSL,,,,
RWY RWY-16/34 GR,1739689.3658026,5979489.9717933,30.1752000,*,S36.3194972,E174.5561500,,,,,,,,361910.19S,1743322.14E,NZSL,,,,
THR RWY 16G,1739687.1147318,5979350.0731082,30.1752000,*,S36.3207583,E174.5561500,,,,,,,,361914.73S,1743322.14E,NZSL,,,,
THR RWY 34G,1739675.2323786,5978844.1558867,29.8704000,*,S36.3253194,E174.5561083,,,,,,,,361931.15S,1743321.99E,NZSL,,,,
THR RWY 27,1358906.5848450,5183552.8433693,173.7360000,*,S43.4620972,E170.0197444,,,,,,,,432743.55S,1700111.08E,NZFO,,,,
THR RWY 09,1358321.0531470,5183811.1059163,152.4000000,*,S43.4595861,E170.0126306,,,,,,,,432734.51S,1700045.47E,NZFO,,,,
THR RWY 21G,1775742.5651608,5900122.9233031,32.6136000,*,S37.0286611,E174.9758000,,,,,,,,370143.18S,1745832.88E,NZAR,,,,
THR RWY 03G,1775364.1229157,5899766.9446630,33.8328000,*,S37.0319389,E174.9716306,,,,,,,,370154.98S,1745817.87E,NZAR,,,,
THR RWY 07,1775157.8937190,5900098.0499066,31.3944000,*,S37.0289944,E174.9692361,,,,,,,,370144.38S,1745809.25E,NZAR,,,,
THR RWY 25,1775756.1415645,5900086.2579149,32.6136000,*,S37.0289889,E174.9759611,,,,,,,,370144.36S,1745833.46E,NZAR,,,,
THR RWY 03,1775191.5239363,5899477.9139917,32.6136000,*,S37.0345750,E174.9697583,,,,,,,,370204.47S,1745811.13E,NZAR,,,,
THR RWY 21,1776060.6142173,5900295.7600859,33.2232000,*,S37.0270444,E174.9793333,,,,,,,,370137.36S,1745845.60E,NZAR,,,,
RWY RWY-03/21,1775117.1408021,5899407.3047186,32.0040000,*,S37.0352250,E174.9689389,,,,,,,,370206.81S,1745808.18E,NZAR,,,,
RWY RWY-03/21,1776144.0757596,5900374.1895334,32.9184000,*,S37.0263222,E174.9802528,,,,,,,,370134.76S,1745848.91E,NZAR,,,,
THR RWY 25,1823005.0579371,5533436.8158516,46.0248000,*,S40.3198361,E175.6246694,,,,,,,,401911.41S,1753728.81E,NZPM,,,,
RWY RWY-07/25,1823085.0850066,5533434.7503214,46.0248000,*,S40.3198333,E175.6256111,,,,,,,,401911.40S,1753732.20E,NZPM,,,,
THR RWY 07,1821322.4687670,5533483.4496224,36.8808000,*,S40.3198639,E175.6048694,,,,,,,,401911.51S,1753617.53E,NZPM,,,,
RWY RWY-07/25,1821183.4319507,5533487.2326308,36.8808000,*,S40.3198667,E175.6032333,,,,,,,,401911.52S,1753611.64E,NZPM,,,,
THR RWY 07G,1822204.3150725,5533303.2173307,35.0520000,*,S40.3212519,E175.6153008,,,,,,,,401916.5067S,1753655.0829E,NZPM,,,,
THR RWY 25G,1822808.6532432,5533289.2783688,45.1104000,*,S40.3212163,E175.6224116,,,,,,,,401916.3788S,1753720.6816E,NZPM,,,,
THR RWY 04,1768902.5589427,5874486.2251604,11.2776000,*,S37.2608833,E174.9047250,,,,,,,,371539.18S,1745417.01E,NZPU,,,,
THR RWY 22,1769483.8432872,5874787.1511059,16.4592000,*,S37.2580667,E174.9112083,,,,,,,,371529.04S,1745440.35E,NZPU,,,,
RWY RWY-07/25,1741912.8508924,5969852.7709044,27.4320000,*,S36.4060222,E174.5826694,,,,,,,,362421.68S,1743457.61E,NZKF,,,,
THR RWY 07,1741999.3368154,5969854.4345904,27.4320000,*,S36.4059944,E174.5836333,,,,,,,,362421.58S,1743501.08E,NZKF,,,,
THR RWY 25,1742743.0791368,5969869.3237904,27.4320000,*,S36.4057500,E174.5919222,,,,,,,,362420.70S,1743530.92E,NZKF,,,,
RWY RWY-07/25,1742753.8054473,5969870.0715706,27.4320000,*,S36.4057417,E174.5920417,,,,,,,,362420.67S,1743531.35E,NZKF,,,,
THR RWY 36,1301512.7565543,5011577.2442185,313.6392000,*,S44.9864528,E169.2137222,,,,,,,,445911.23S,1691249.40E,NZCW,,,,
THR RWY 18,1301759.1330395,5012339.6250244,315.7728000,*,S44.9797083,E169.2172917,,,,,,,,445846.95S,1691302.25E,NZCW,,,,
RWY RWY-13/31,1861391.7989841,5852987.3987677,0.6096000,*,S37.4330556,E175.9542722,,,,,,,,372559.00S,1755715.38E,NZWV,,,,
RWY RWY-13/31,1861376.1240629,5853044.6694832,0.6096000,*,S37.4325444,E175.9540750,,,,,,,,372557.16S,1755714.67E,NZWV,,,,
THR RWY 31,1861343.4419641,5853093.2160977,0.6096000,*,S37.4321167,E175.9536889,,,,,,,,372555.62S,1755713.28E,NZWV,,,,
THR RWY 13,1861113.4048934,5853471.6499247,0.6096000,*,S37.4287750,E175.9509583,,,,,,,,372543.59S,1755703.45E,NZWV,,,,
RWY RWY-13/31,1861068.5875126,5853549.2733248,1.2192000,*,S37.4280889,E175.9504250,,,,,,,,372541.12S,1755701.53E,NZWV,,,,
THR RWY 26G,1745861.2852813,5927786.5414019,18.5928000,*,S36.7845056,E174.6346667,,,,,,,,364704.22S,1743804.8E,NZWP,,,,
THR RWY 08G,1745105.0752724,5927905.7807417,20.4216000,*,S36.7835472,E174.6261722,,,,,,,,364700.77S,1743734.22E,NZWP,,,,
THR RWY 03,1744610.5984814,5926512.5110813,31.3944000,*,S36.7961778,E174.6208972,,,,,,,,364746.24S,1743715.23E,NZWP,,,,
THR RWY 21,1746251.9643171,5927708.6474080,17.9832000,*,S36.7851472,E174.6390583,,,,,,,,364706.53S,1743820.61E,NZWP,,,,
THR RWY 26,1746426.6157029,5927641.8424110,16.1544000,*,S36.7857222,E174.6410278,,,,,,,,364708.60S,1743827.70E,NZWP,,,,
THR RWY 08,1744863.9833743,5927886.4479836,20.7264000,*,S36.7837583,E174.6234750,,,,,,,,364701.53S,1743724.51E,NZWP,,,,
THR RWY 07,1872323.1119902,5715708.5482416,472.1352000,*,S38.6653556,E176.1298722,,,,,,,,383955.28S,1760747.54E,NZCG,,,,
RWY RWY-07,1872865.9966069,5715737.5225827,472.1352000,*,S38.6649278,E176.1360917,,,,,,,,383953.74S,1760809.93E,NZCG,,,,
THR RWY 04,1872629.9710719,5715651.1369083,455.6760000,*,S38.6657778,E176.1334167,,,,,,,,383956.80S,1760800.30E,NZCG,,,,
THR RWY 22,1873475.3088073,5716023.4903671,454.1520000,*,S38.6621667,E176.1429722,,,,,,,,383943.80S,1760834.70E,NZCG,,,,
THR RWY 14,1722895.9259687,6040701.9137344,40.5384000,*,S35.7700639,E174.3596000,,,,,,,,354612.23S,1742134.56E,NZWR,,,,
THR RWY 32,1723084.2333234,6040264.1608095,40.5384000,*,S35.7739861,E174.3617500,,,,,,,,354626.35S,1742142.30E,NZWR,,,,
THR RWY 06,1722735.7622096,6040725.0899253,40.5384000,*,S35.7698750,E174.3578250,,,,,,,,354611.55S,1742128.17E,NZWR,,,,
THR RWY 24,1723822.1018176,6040876.6932952,38.1000000,*,S35.7683722,E174.3698167,,,,,,,,354606.14S,1742211.34E,NZWR,,,,
RWY RWY-06/24,1560836.9039483,5203830.1136704,54.8640000,*,S43.3173472,E172.5170278,,,,,,,,431902.45S,1723101.30E,NZFE,,,,
THR RWY 06,1560144.4460422,5203797.6920965,59.4360000,*,S43.3176028,E172.5084861,,,,,,,,431903.37S,1723030.55E,NZFE,,,,
RWY RWY-06/24,1560017.8631480,5203796.3289326,59.4360000,*,S43.3176083,E172.5069250,,,,,,,,431903.39S,1723024.93E,NZFE,,,,
THR RWY 24,1560588.7570087,5203816.3342408,54.8640000,*,S43.3174583,E172.5139667,,,,,,,,431902.85S,1723050.28E,NZFE,,,,
THR RWY 28,1797914.2294463,5507277.6372165,15.2400000,*,S40.5616333,E175.3377556,,,,,,,,403341.88S,1752015.92E,NZKP,,,,
RWY RWY-10/28,1797956.8078340,5507250.2763151,15.2400000,*,S40.5618694,E175.3382667,,,,,,,,403342.73S,1752017.76E,NZKP,,,,
THR RWY 10,1797491.2820925,5507543.4417985,10.0584000,*,S40.5593417,E175.3326806,,,,,,,,403333.63S,1751957.65E,NZKP,,,,
THR RWY 01,1705271.6193231,5659303.7018257,266.7000000,*,S39.2091639,E174.2193028,,,,,,,,391232.99S,1741309.49E,NZNF,,,,
THR RWY 19,1705768.0044185,5660054.8936008,259.0800000,*,S39.2023361,E174.2249333,,,,,,,,391208.41S,1741329.76E,NZNF,,,,
THR RWY 16,1781508.1924857,5483151.3619480,24.3840000,*,S40.7825861,E175.1510750,,,,,,,,404657.31S,1750903.87E,NZOT,,,,
RWY RWY-16/34,1781504.9650630,5483249.2565229,24.3840000,*,S40.7817056,E175.1510083,,,,,,,,404654.14S,1750903.63E,NZOT,,,,
THR RWY 34,1781531.0146534,5482513.9214111,30.4800000,*,S40.7883194,E175.1515306,,,,,,,,404717.95S,1750905.51E,NZOT,,,,
RWY RWY-16/34,1781532.8719097,5482408.0375629,30.4800000,*,S40.7892722,E175.1515833,,,,,,,,404721.38S,1750905.70E,NZOT,,,,
THR RWY 04,1680142.0627877,6022236.2654173,1.8288000,*,S35.9409500,E173.8885333,,,,,,,,355627.42S,1735318.72E,NZDA,,,,
RWY RWY-04/22,1680073.0840918,6022200.8418292,1.8288000,*,S35.9412750,E173.8877722,,,,,,,,355628.59S,1735315.98E,NZDA,,,,
THR RWY 22,1680964.2311001,6022649.6496323,1.8288000,*,S35.9371556,E173.8976056,,,,,,,,355613.76S,1735351.38E,NZDA,,,,
THR RWY 04G,1680132.4988416,6022259.1541129,1.8288000,*,S35.9407444,E173.8884250,,,,,,,,355626.68S,1735318.33E,NZDA,,,,
RWY RWY-04/22 GR,1680063.7705602,6022223.7281702,1.8288000,*,S35.9410694,E173.8876667,,,,,,,,355627.85S,1735315.60E,NZDA,,,,
THR RWY 22G,1680957.3909818,6022668.8166376,1.8288000,*,S35.9369833,E173.8975278,,,,,,,,355613.14S,1735351.10E,NZDA,,,,
RWY RWY-02/20 GR,1599548.7662237,5448065.9621120,9.7536000,*,S41.1187000,E172.9946250,,,,,,,,410707.32S,1725940.65E,NZMK,,,,
THR RWY 20G,1599520.3181218,5448038.8240879,9.7536000,*,S41.1189444,E172.9942861,,,,,,,,410708.20S,1725939.43E,NZMK,,,,
THR RWY 02G,1599048.1576365,5447584.2461244,11.5824000,*,S41.1230389,E172.9886611,,,,,,,,410722.94S,1725919.18E,NZMK,,,,
RWY RWY-02/20 GR,1599020.6459428,5447557.4146235,11.5824000,*,S41.1232806,E172.9883333,,,,,,,,410723.81S,1725918.00E,NZMK,,,,
RWY RWY-02/20,1598984.5040565,5447550.6256353,11.5824000,*,S41.1233417,E172.9879028,,,,,,,,410724.03S,1725916.45E,NZMK,,,,
RWY RWY-02/20,1599568.5850251,5448114.0684111,9.7536000,*,S41.1182667,E172.9948611,,,,,,,,410705.76S,1725941.50E,NZMK,,,,
THR RWY 20,1599501.6617747,5448049.9240191,9.7536000,*,S41.1188444,E172.9940639,,,,,,,,410707.84S,1725938.63E,NZMK,,,,
THR RWY 02,1599033.9317180,5447598.7374747,11.5824000,*,S41.1229083,E172.9884917,,,,,,,,410722.47S,1725918.57E,NZMK,,,,
RWY RWY-02/20,1599006.4199800,5447572.2142872,11.5824000,*,S41.1231472,E172.9881639,,,,,,,,410723.33S,1725917.39E,NZMK,,,,
RWY RWY-09/27,1788676.2658972,5873788.1525805,9.1440000,*,S37.2633750,E175.1277583,,,,,,,,371548.15S,1750739.93E,NZME,,,,
THR RWY 27,1788492.4849264,5873868.7617093,9.1440000,*,S37.2626861,E175.1256667,,,,,,,,371545.67S,1750732.40E,NZME,,,,
THR RWY 09,1787524.0150484,5874295.0546232,9.1440000,*,S37.2590417,E175.1146444,,,,,,,,371532.55S,1750652.72E,NZME,,,,
THR RWY 29,1493628.0278279,5282398.5065278,221.5896000,*,S42.6035083,E171.7032722,,,,,,,,423612.63S,1714211.78E,NZHP,,,,
THR RWY 11,1493002.4169813,5282884.3850193,202.6920000,*,S42.5990472,E171.6957389,,,,,,,,423556.57S,1714144.66E,NZHP,,,,
RWY RWY-12/30,1823530.1278179,5925814.7787028,3.9624000,*,S36.7871250,E175.5050556,,,,,,,,364713.65S,1753018.20E,NZCX,,,,
THR RWY 12,1823531.7905154,5925811.9592495,3.9624000,*,S36.7871500,E175.5050750,,,,,,,,364713.74S,1753018.27E,NZCX,,,,
THR RWY 30,1823788.9208160,5925409.8073394,3.9624000,*,S36.7907111,E175.5080722,,,,,,,,364726.56S,1753029.06E,NZCX,,,,
RWY RWY-12/30,1823865.3823774,5925289.0542668,3.9624000,*,S36.7917806,E175.5089639,,,,,,,,364730.41S,1753032.27E,NZCX,,,,
RWY RWY-09/27,1793017.4579479,5518854.5680359,10.9728000,*,S40.4585750,E175.2764306,,,,,,,,402730.87S,1751635.15E,NZFP,,,,
THR RWY 27,1792856.5921258,5518923.2078983,10.9728000,*,S40.4579944,E175.2745139,,,,,,,,402728.78S,1751628.25E,NZFP,,,,
THR RWY 09,1792082.4796586,5519251.3828022,10.9728000,*,S40.4552194,E175.2652917,,,,,,,,402718.79S,1751555.05E,NZFP,,,,
RWY RWY-08/26,1862334.5361435,5542252.8472191,190.8048000,*,S40.2291028,E176.0833639,,,,,,,,401344.77S,1760500.11E,NZDV,,,,
THR RWY 26,1862258.3262140,5542273.0978399,191.1096000,*,S40.2289444,E176.0824611,,,,,,,,401344.20S,1760456.86E,NZDV,,,,
THR RWY 08,1861809.1488104,5542402.6407691,193.2432000,*,S40.2279194,E176.0771361,,,,,,,,401340.51S,1760437.69E,NZDV,,,,
RWY RWY-08/26,1861662.4822450,5542445.4006171,193.5480000,*,S40.2275806,E176.0753972,,,,,,,,401339.29S,1760431.43E,NZDV,,,,
THR RWY 20,1862326.9347917,5542354.0782638,191.1096000,*,S40.2281944,E176.0832333,,,,,,,,401341.5S,1760459.64E,NZDV,,,,
RWY RWY-02/20,1862400.1218370,5542437.3689942,191.7192000,*,S40.2274222,E176.0840583,,,,,,,,401338.72S,1760502.61E,NZDV,,,,
THR RWY 02,1861605.9125183,5541538.0530440,183.1848000,*,S40.2357611,E176.0751028,,,,,,,,401408.74S,1760430.37E,NZDV,,,,
THR RWY 18,1298740.5642983,5005197.2924571,222.1992000,*,S45.0425861,E169.1748167,,,,,,,,450233.31S,1691029.34E,NZCS,,,,
RWY RWY-18/36,1298789.3304006,5005315.8843692,221.8944000,*,S45.0415417,E169.1755056,,,,,,,,450229.55S,1691031.82E,NZCS,,,,
THR RWY 36,1298462.1547495,5004506.5035174,224.6376000,*,S45.0486722,E169.1708750,,,,,,,,450255.22S,1691015.15E,NZCS,,,,
RWY RWY-18/36,1298407.3820181,5004371.5410997,224.9424000,*,S45.0498611,E169.1701000,,,,,,,,450259.50S,1691012.36E,NZCS,,,,
THR RWY 27,1298367.7180973,5004477.5972079,225.2472000,*,S45.0488917,E169.1696611,,,,,,,,450256.01S,1691010.78E,NZCS,,,,
RWY RWY-09/27,1298453.8198522,5004446.4195674,224.9424000,*,S45.0492083,E169.1707333,,,,,,,,450257.15S,1691014.64E,NZCS,,,,
THR RWY 09,1297684.8273484,5004763.1364319,227.0760000,*,S45.0460361,E169.1611806,,,,,,,,450245.73S,1690940.25E,NZCS,,,,
THR RWY 17,1848119.4491585,5430217.2010357,9.1440000,*,S41.2413917,E175.9608917,,,,,,,,411429.01S,1755739.21E,NZFT,,,,
THR RWY 35,1847986.9253591,5429734.4551577,4.5720000,*,S41.2457750,E175.9595083,,,,,,,,411444.79S,1755734.23E,NZFT,,,,
